car_price,age,gender,income,education,marital
72.1,60,Female,$75+,Some college,Unmarried
78.8,60,Female,$75+,High school degree,Unmarried
8.9,60,Male,Under $25,High school degree,Unmarried
74.4,60,Female,$75+,Some college,Unmarried
75.6,60,Male,$75+,High school degree,Married
60.7,60,Male,$75+,College degree,Married
39.1,60,Male,$75+,High school degree,Unmarried
29.7,60,Female,$50 - $74,High school degree,Unmarried
41.5,61,Male,$75+,High school degree,Married
60.4,61,Female,$75+,College degree,Married
32,61,Female,$50 - $74,Some college,Married
73.4,61,Male,$75+,High school degree,Unmarried
11.7,61,Female,Under $25,Some college,Unmarried
11.8,61,Male,Under $25,Did not complete high school,Unmarried
11.6,61,Female,Under $25,High school degree,Married
93,61,Female,$75+,Some college,Unmarried
26.6,61,Female,$50 - $74,College degree,Married
19.8,61,Female,$25 - $49,Some college,Unmarried
30.3,61,Female,$50 - $74,Did not complete high school,Married
38.2,61,Female,$75+,Did not complete high school,Unmarried
61.5,61,Male,$75+,High school degree,Unmarried
31,61,Female,$50 - $74,College degree,Unmarried
10.8,61,Male,Under $25,Did not complete high school,Married
99.2,61,Male,$75+,High school degree,Unmarried
6.9,61,Male,Under $25,Post-undergraduate degree,Married
4.9,61,Female,Under $25,Did not complete high school,Unmarried
43.5,61,Male,$75+,High school degree,Unmarried
90.4,61,Female,$75+,High school degree,Married
68.3,61,Female,$75+,High school degree,Unmarried
31.5,61,Female,$50 - $74,High school degree,Unmarried
74.7,61,Male,$75+,High school degree,Married
6.3,61,Male,Under $25,Some college,Married
67.9,61,Male,$75+,College degree,Unmarried
7.1,61,Male,Under $25,Some college,Married
78,61,Female,$75+,High school degree,Unmarried
8.5,61,Female,Under $25,College degree,Married
94.6,61,Male,$75+,Some college,Unmarried
6.6,61,Male,Under $25,High school degree,Unmarried
8.5,61,Female,Under $25,College degree,Married
51.9,61,Male,$75+,Post-undergraduate degree,Married
52.3,61,Male,$75+,Some college,Unmarried
49.6,61,Female,$75+,Some college,Married
75.2,61,Female,$75+,Did not complete high school,Unmarried
11.3,61,Female,Under $25,College degree,Unmarried
6.4,61,Male,Under $25,High school degree,Married
16,61,Male,$25 - $49,Did not complete high school,Married
74.9,61,Female,$75+,High school degree,Unmarried
72.6,61,Female,$75+,Did not complete high school,Unmarried
7.5,61,Male,Under $25,Did not complete high school,Unmarried
25.5,61,Male,$50 - $74,Did not complete high school,Unmarried
12.7,61,Male,$25 - $49,College degree,Unmarried
9.5,61,Female,Under $25,High school degree,Unmarried
47.6,61,Male,$75+,College degree,Married
77.1,61,Female,$75+,High school degree,Unmarried
23.6,62,Male,$50 - $74,High school degree,Married
46.8,62,Male,$75+,Some college,Married
17.4,62,Male,$25 - $49,Did not complete high school,Unmarried
41.2,62,Male,$75+,Some college,Married
79.6,62,Male,$75+,Did not complete high school,Unmarried
10.5,62,Female,Under $25,Some college,Married
48.3,62,Male,$75+,Some college,Unmarried
80.6,62,Male,$75+,High school degree,Married
76.8,62,Female,$75+,College degree,Married
74.4,62,Male,$75+,High school degree,Married
10.3,62,Female,Under $25,College degree,Unmarried
28.1,62,Female,$50 - $74,High school degree,Married
21.8,62,Male,$25 - $49,Did not complete high school,Unmarried
40.2,62,Male,$75+,High school degree,Married
73.6,62,Male,$75+,High school degree,Unmarried
95,62,Female,$75+,Post-undergraduate degree,Married
93.6,62,Male,$75+,Did not complete high school,Married
42.1,62,Male,$75+,Did not complete high school,Married
29.7,62,Male,$50 - $74,Did not complete high school,Unmarried
90.7,62,Male,$75+,Post-undergraduate degree,Unmarried
34,62,Female,$50 - $74,High school degree,Unmarried
76.5,62,Male,$75+,High school degree,Unmarried
35.8,62,Female,$50 - $74,High school degree,Married
77.2,62,Male,$75+,Did not complete high school,Married
4.3,62,Female,Under $25,High school degree,Unmarried
49.9,62,Male,$75+,Did not complete high school,Married
56.9,62,Male,$75+,Did not complete high school,Married
59.9,62,Male,$75+,High school degree,Married
17.3,62,Male,$25 - $49,Some college,Married
72.2,63,Female,$75+,Did not complete high school,Unmarried
58.1,63,Male,$75+,High school degree,Unmarried
34.4,63,Male,$50 - $74,Did not complete high school,Married
5.4,63,Female,Under $25,High school degree,Unmarried
7.1,63,Male,Under $25,Some college,Unmarried
6.4,63,Male,Under $25,College degree,Married
73.6,63,Female,$75+,High school degree,Married
4.9,63,Female,Under $25,Did not complete high school,Married
73.1,63,Male,$75+,College degree,Married
77.1,63,Female,$75+,High school degree,Married
15.2,63,Male,$25 - $49,College degree,Married
46.2,63,Female,$75+,Did not complete high school,Unmarried
45,63,Male,$75+,Some college,Married
12.3,63,Male,Under $25,Did not complete high school,Married
5.2,63,Male,Under $25,Did not complete high school,Married
52.7,63,Female,$75+,College degree,Married
11.2,63,Female,Under $25,Did not complete high school,Married
14.6,63,Female,$25 - $49,Did not complete high school,Unmarried
29.2,63,Female,$50 - $74,Did not complete high school,Married
89.5,63,Female,$75+,Some college,Married
82.3,63,Male,$75+,Some college,Unmarried
35.4,63,Female,$50 - $74,Did not complete high school,Unmarried
12.6,63,Female,$25 - $49,Did not complete high school,Married
4.9,63,Male,Under $25,High school degree,Married
25.9,63,Female,$50 - $74,High school degree,Married
19.2,63,Male,$25 - $49,Did not complete high school,Unmarried
9.4,63,Female,Under $25,Did not complete high school,Married
5,63,Female,Under $25,High school degree,Married
9.4,63,Male,Under $25,High school degree,Married
75.9,63,Male,$75+,High school degree,Unmarried
88.8,63,Male,$75+,College degree,Married
30.3,63,Male,$50 - $74,Did not complete high school,Married
18.6,63,Female,$25 - $49,College degree,Unmarried
10,63,Male,Under $25,High school degree,Married
43.8,63,Female,$75+,Some college,Unmarried
8.1,64,Male,Under $25,College degree,Unmarried
4.9,64,Female,Under $25,Did not complete high school,Unmarried
5.6,64,Female,Under $25,College degree,Unmarried
26.7,64,Female,$50 - $74,College degree,Unmarried
9.7,64,Male,Under $25,Did not complete high school,Unmarried
13,64,Male,$25 - $49,High school degree,Married
7.3,64,Male,Under $25,Some college,Married
21.1,64,Female,$25 - $49,High school degree,Unmarried
6.1,64,Male,Under $25,Did not complete high school,Married
24.6,64,Female,$50 - $74,Some college,Unmarried
5.9,64,Male,Under $25,Did not complete high school,Married
23.1,64,Female,$25 - $49,High school degree,Unmarried
12.1,64,Male,Under $25,Did not complete high school,Unmarried
64.1,64,Male,$75+,Some college,Unmarried
5,64,Female,Under $25,High school degree,Unmarried
69.7,64,Male,$75+,Post-undergraduate degree,Married
21.4,64,Male,$25 - $49,Did not complete high school,Unmarried
22.9,64,Female,$25 - $49,College degree,Unmarried
27.9,64,Male,$50 - $74,Some college,Married
74.3,64,Male,$75+,High school degree,Married
7.3,64,Male,Under $25,Did not complete high school,Married
30,64,Male,$50 - $74,High school degree,Married
85.4,64,Male,$75+,High school degree,Unmarried
75,64,Male,$75+,Did not complete high school,Unmarried
20.9,65,Female,$25 - $49,Did not complete high school,Unmarried
77.1,65,Female,$75+,Did not complete high school,Married
41.5,65,Male,$75+,High school degree,Married
34.7,65,Female,$50 - $74,Did not complete high school,Unmarried
38.8,65,Female,$75+,Did not complete high school,Married
82.1,65,Male,$75+,Did not complete high school,Married
19.3,65,Female,$25 - $49,High school degree,Married
6.4,65,Male,Under $25,High school degree,Unmarried
80.3,65,Male,$75+,College degree,Married
28.6,65,Male,$50 - $74,High school degree,Unmarried
20.5,65,Female,$25 - $49,Post-undergraduate degree,Unmarried
8.9,65,Male,Under $25,College degree,Married
6.5,65,Female,Under $25,High school degree,Unmarried
47.3,65,Female,$75+,Did not complete high school,Married
4.7,65,Male,Under $25,College degree,Unmarried
14.4,65,Male,$25 - $49,College degree,Unmarried
4.4,65,Male,Under $25,Some college,Unmarried
81.2,65,Male,$75+,Did not complete high school,Married
77.2,65,Female,$75+,Did not complete high school,Married
12.5,65,Male,$25 - $49,Did not complete high school,Unmarried
5.3,65,Male,Under $25,High school degree,Unmarried
70.8,65,Female,$75+,High school degree,Unmarried
75,65,Female,$75+,Some college,Married
8.5,65,Male,Under $25,High school degree,Unmarried
4.4,65,Male,Under $25,Did not complete high school,Married
19.9,65,Male,$25 - $49,Did not complete high school,Unmarried
12.9,65,Female,$25 - $49,Did not complete high school,Married
14.3,66,Male,$25 - $49,High school degree,Unmarried
23.7,66,Male,$25 - $49,Did not complete high school,Unmarried
25.8,66,Male,$50 - $74,High school degree,Married
11.2,66,Female,Under $25,Did not complete high school,Unmarried
4.5,66,Male,Under $25,High school degree,Unmarried
52.4,66,Male,$75+,High school degree,Married
29.7,66,Male,$50 - $74,College degree,Married
7.4,66,Female,Under $25,Post-undergraduate degree,Married
13.8,66,Female,$25 - $49,High school degree,Married
6.1,66,Male,Under $25,Did not complete high school,Married
17.9,66,Female,$25 - $49,College degree,Unmarried
46.2,66,Male,$75+,Some college,Unmarried
15.2,66,Male,$25 - $49,Did not complete high school,Married
13.7,66,Male,$25 - $49,Did not complete high school,Unmarried
9.4,66,Female,Under $25,Did not complete high school,Unmarried
19.1,66,Female,$25 - $49,Did not complete high school,Married
38.2,66,Male,$75+,Post-undergraduate degree,Married
35.2,66,Male,$50 - $74,Did not complete high school,Unmarried
10.2,66,Female,Under $25,Did not complete high school,Unmarried
10.5,66,Male,Under $25,Did not complete high school,Unmarried
5.9,66,Male,Under $25,College degree,Married
9.5,66,Female,Under $25,High school degree,Married
20.7,66,Female,$25 - $49,Did not complete high school,Married
29.3,66,Female,$50 - $74,College degree,Married
29.7,66,Female,$50 - $74,Did not complete high school,Unmarried
5,66,Female,Under $25,Did not complete high school,Married
5,66,Male,Under $25,High school degree,Married
61.3,66,Male,$75+,High school degree,Married
41.9,66,Male,$75+,High school degree,Unmarried
9.5,66,Female,Under $25,College degree,Unmarried
7,66,Female,Under $25,High school degree,Unmarried
4.9,66,Male,Under $25,Some college,Married
32.5,67,Female,$50 - $74,High school degree,Unmarried
10.3,67,Male,Under $25,Did not complete high school,Married
77.8,67,Female,$75+,Some college,Unmarried
39.1,67,Male,$75+,College degree,Unmarried
23.8,67,Male,$25 - $49,Did not complete high school,Unmarried
4.8,67,Female,Under $25,Did not complete high school,Unmarried
16.7,67,Female,$25 - $49,Did not complete high school,Married
73.4,67,Female,$75+,Did not complete high school,Unmarried
17.7,67,Male,$25 - $49,High school degree,Unmarried
68.6,67,Male,$75+,Some college,Married
21.9,67,Male,$25 - $49,Did not complete high school,Unmarried
9.4,67,Female,Under $25,College degree,Unmarried
30.9,68,Female,$50 - $74,High school degree,Unmarried
8.8,68,Male,Under $25,High school degree,Unmarried
7.8,68,Female,Under $25,Post-undergraduate degree,Unmarried
57,68,Female,$75+,High school degree,Unmarried
5.1,68,Female,Under $25,High school degree,Unmarried
64.2,68,Male,$75+,High school degree,Married
94.7,68,Female,$75+,Did not complete high school,Unmarried
79.9,68,Female,$75+,High school degree,Unmarried
4.5,68,Male,Under $25,High school degree,Married
70.6,68,Female,$75+,High school degree,Unmarried
5.5,68,Male,Under $25,High school degree,Unmarried
4.6,68,Female,Under $25,Did not complete high school,Unmarried
14.1,68,Female,$25 - $49,High school degree,Unmarried
32.4,69,Female,$50 - $74,High school degree,Unmarried
22.7,69,Female,$25 - $49,College degree,Unmarried
10.1,69,Male,Under $25,Did not complete high school,Married
22,69,Female,$25 - $49,Some college,Unmarried
10.5,69,Male,Under $25,Did not complete high school,Unmarried
10.7,69,Male,Under $25,Did not complete high school,Unmarried
53.4,69,Female,$75+,High school degree,Unmarried
7,69,Female,Under $25,Some college,Unmarried
59.8,69,Female,$75+,Post-undergraduate degree,Unmarried
6.9,69,Female,Under $25,Did not complete high school,Married
76.6,69,Male,$75+,High school degree,Unmarried
6,69,Female,Under $25,High school degree,Unmarried
4.5,69,Male,Under $25,High school degree,Unmarried
4.5,69,Male,Under $25,Did not complete high school,Married
4.4,70,Male,Under $25,High school degree,Unmarried
88.4,70,Female,$75+,Some college,Unmarried
24.8,70,Female,$25 - $49,College degree,Unmarried
7.4,70,Male,Under $25,High school degree,Married
11,70,Male,Under $25,High school degree,Married
17.8,70,Female,$25 - $49,College degree,Unmarried
9.4,70,Female,Under $25,Post-undergraduate degree,Married
62,70,Male,$75+,College degree,Married
78.5,70,Male,$75+,Some college,Married
14.8,70,Male,$25 - $49,High school degree,Unmarried
6.9,70,Male,Under $25,Did not complete high school,Married
6,70,Male,Under $25,Some college,Unmarried
8.4,70,Female,Under $25,Some college,Unmarried
34.8,71,Female,$50 - $74,Did not complete high school,Unmarried
8.4,71,Female,Under $25,High school degree,Married
5.4,71,Male,Under $25,Did not complete high school,Married
17.8,71,Female,$25 - $49,High school degree,Unmarried
85.2,71,Male,$75+,College degree,Unmarried
13.1,71,Female,$25 - $49,High school degree,Unmarried
49.5,71,Female,$75+,High school degree,Unmarried
6.4,71,Female,Under $25,High school degree,Unmarried
6.5,71,Male,Under $25,Some college,Unmarried
28.8,71,Female,$50 - $74,College degree,Unmarried
5.4,71,Male,Under $25,Did not complete high school,Married
14.9,71,Female,$25 - $49,High school degree,Unmarried
29.8,72,Male,$50 - $74,Did not complete high school,Married
4.9,72,Male,Under $25,College degree,Unmarried
25.8,72,Male,$50 - $74,Some college,Married
8.9,72,Female,Under $25,High school degree,Unmarried
5.5,72,Male,Under $25,Some college,Unmarried
89.9,72,Female,$75+,College degree,Married
48,73,Male,$75+,High school degree,Married
40.5,73,Male,$75+,Did not complete high school,Unmarried
21.2,73,Female,$25 - $49,College degree,Married
73,73,Male,$75+,Did not complete high school,Unmarried
25.3,74,Male,$50 - $74,Did not complete high school,Married
16.9,74,Female,$25 - $49,High school degree,Unmarried
37,74,Female,$75+,High school degree,Unmarried
16.4,74,Male,$25 - $49,High school degree,Married
10.7,74,Male,Under $25,High school degree,Married
4.9,75,Male,Under $25,Did not complete high school,Unmarried
4.2,76,Female,Under $25,College degree,Married
9,76,Male,Under $25,Did not complete high school,Married
22.2,77,Male,$25 - $49,College degree,Married
